AT1G04820;gene-go;GO:0005737;no_ontology
AT5G10140;gene-go;GO:0006355;no_ontology
AT1G01420;gene-go;GO:0008152;no_ontology
AT5G17420;gene-go;GO:0071554;no_ontology
AT4G32540;gene-go;GO:0007275;no_ontology
AT1G22260;gene-go;GO:0000228;no_ontology
AT1G27390;gene-go;GO:0007005;no_ontology
AT2G46770;gene-go;GO:0048856;no_ontology
AT1G13710;gene-go;GO:0012505;no_ontology
AT1G09795;gene-go;GO:0008152;no_ontology
AT1G52520;gene-go;GO:0005622;no_ontology
AT3G47690;gene-go;GO:0015630;no_ontology
AT1G75850;gene-go;GO:0008104;no_ontology
AT2G17790;gene-go;GO:0051641;no_ontology
AT3G10270;gene-go;GO:0008152;no_ontology
AT1G04250;gene-go;GO:0006355;no_ontology
AT1G53700;gene-go;GO:0016310;no_ontology
AT1G29400;gene-go;GO:0007031;no_ontology
AT5G40410;gene-go;GO:0005737;no_ontology
AT2G37040;gene-go;GO:0008152;no_ontology
AT1G17260;gene-go;GO:0016020;no_ontology
AT1G71890;gene-go;GO:0055085;no_ontology
AT3G15354;gene-go;GO:0044424;no_ontology
AT5G19770;gene-go;GO:0070271;no_ontology
AT1G04240;gene-go;GO:0005622;no_ontology
AT1G13180;gene-go;GO:0007010;no_ontology
AT1G61720;gene-go;GO:0055114;no_ontology
AT2G43790;gene-go;GO:0005622;no_ontology
AT1G34210;gene-go;GO:0044464;no_ontology
AT2G19490;gene-go;GO:0005737;no_ontology
AT1G22710;gene-go;GO:0044464;no_ontology
AT2G34650;gene-go;GO:0009908;no_ontology
AT2G46410;gene-go;GO:0005622;no_ontology
AT1G22920;gene-go;GO:0007275;no_ontology
AT5G16830;gene-go;GO:0008104;no_ontology
AT1G17840;gene-go;GO:0008152;no_ontology
AT2G02220;gene-go;GO:0008152;no_ontology
AT3G23670;gene-go;GO:0009653;no_ontology
AT4G17730;gene-go;GO:0005773;no_ontology
AT3G04080;gene-go;GO:0012505;no_ontology
AT1G73590;gene-go;GO:0055044;no_ontology
AT4G05190;gene-go;GO:0070271;no_ontology
AT2G17420;gene-go;GO:0098754;no_ontology
AT1G55610;gene-go;GO:0018108;no_ontology
AT1G70940;gene-go;GO:0031988;no_ontology
AT4G26840;gene-go;GO:0005622;no_ontology
AT1G65660;gene-go;GO:0010467;no_ontology
AT2G29090;gene-go;GO:0005737;no_ontology
AT4G39350;gene-go;GO:0044464;no_ontology
AT1G31340;gene-go;GO:0044464;no_ontology
AT1G75780;gene-go;GO:0044257;no_ontology
AT4G19600;gene-go;GO:0010467;no_ontology
AT1G15950;gene-go;GO:0055114;no_ontology
AT1G74490;gene-go;GO:0006468;no_ontology
AT2G26330;gene-go;GO:0006468;no_ontology
AT3G50070;gene-go;GO:0007275;no_ontology
AT1G63650;gene-go;GO:0048856;no_ontology
AT3G11440;gene-go;GO:0005622;no_ontology
AT2G42830;gene-go;GO:0000003;no_ontology
AT3G43190;gene-go;GO:0071229;no_ontology
AT4G25420;gene-go;GO:0007275;no_ontology
AT1G64760;gene-go;GO:0016020;no_ontology
AT2G46340;gene-go;GO:0000003;no_ontology
AT3G06860;gene-go;GO:0008152;no_ontology
AT3G47460;gene-go;GO:0016458;no_ontology
AT1G15750;gene-go;GO:0005737;no_ontology
AT3G13730;gene-go;GO:0055114;no_ontology
AT2G22310;gene-go;GO:0008152;no_ontology
AT1G05630;gene-go;GO:0005622;no_ontology
AT4G00730;gene-go;GO:0048856;no_ontology
AT1G18450;gene-go;GO:0009791;no_ontology
AT3G54340;gene-go;GO:0000003;no_ontology
AT1G01280;gene-go;GO:0048856;no_ontology
AT2G23150;gene-go;GO:0012505;no_ontology
AT2G26080;gene-go;GO:0005737;no_ontology
AT2G16640;gene-go;GO:0048856;no_ontology
AT3G07980;gene-go;GO:0016310;no_ontology
AT1G23420;gene-go;GO:0006355;no_ontology
AT1G50010;gene-go;GO:0008152;no_ontology
AT3G48780;gene-go;GO:0008152;no_ontology
AT1G02280;gene-go;GO:0043227;no_ontology
AT5G09350;gene-go;GO:0005737;no_ontology
AT4G26430;gene-go;GO:0005634;no_ontology
AT2G44900;gene-go;GO:0005622;no_ontology
AT2G16500;gene-go;GO:0007275;no_ontology
AT4G14713;gene-go;GO:0032502;no_ontology
AT3G07780;gene-go;GO:0044403;no_ontology
GO:0060255;go-go;GO:0010556;biological_process
GO:0005575;go-go;GO:0031974;cellular_component
GO:0009987;go-go;GO:0044237;biological_process
GO:0044238;go-go;GO:0019538;biological_process
GO:0048519;go-go;GO:0009892;biological_process
GO:0008150;go-go;GO:0051179;biological_process
GO:0044699;go-go;GO:0044767;biological_process
GO:0007275;go-go;GO:0009791;biological_process
GO:0032502;go-go;GO:0044767;biological_process
GO:0043229;go-go;GO:0044446;cellular_component
GO:0044710;go-go;GO:0055114;biological_process
GO:0009889;go-go;GO:0031326;biological_process
GO:0050794;go-go;GO:0031323;biological_process
GO:0043226;go-go;GO:0043227;cellular_component
GO:0008150;go-go;GO:0000003;biological_process
GO:0044248;go-go;GO:0044265;biological_process
GO:0044699;go-go;GO:0044710;biological_process
GO:0043229;go-go;GO:0043232;cellular_component
GO:0051704;go-go;GO:0044419;biological_process
GO:0044260;go-go;GO:0044267;biological_process
GO:0019538;go-go;GO:0030163;biological_process
GO:0008150;go-go;GO:0044699;biological_process
GO:0010605;go-go;GO:0010629;biological_process
GO:0044763;go-go;GO:0016458;biological_process
GO:0008150;go-go;GO:0065007;biological_process
GO:0007275;go-go;GO:0048731;biological_process
GO:0019222;go-go;GO:0031323;biological_process
GO:0043229;go-go;GO:0043231;cellular_component
GO:0048608;go-go;GO:0090567;biological_process
GO:0050896;go-go;GO:0051716;biological_process
GO:0043226;go-go;GO:0031982;cellular_component
GO:0050789;go-go;GO:0048519;biological_process
GO:0032502;go-go;GO:0003006;biological_process
GO:0048856;go-go;GO:0048731;biological_process
GO:0005575;go-go;GO:0044422;cellular_component
GO:0044699;go-go;GO:1902578;biological_process
GO:0051179;go-go;GO:0051234;biological_process
GO:0048731;go-go;GO:0061458;biological_process
GO:0009987;go-go;GO:0071554;biological_process
GO:0006996;go-go;GO:0007031;biological_process
GO:0008152;go-go;GO:0044710;biological_process
GO:0044464;go-go;GO:0012505;cellular_component
GO:0042221;go-go;GO:0070887;biological_process
GO:0043227;go-go;GO:0043231;cellular_component
GO:0006996;go-go;GO:0007005;biological_process
GO:0044260;go-go;GO:0044265;biological_process
GO:0043232;go-go;GO:0005694;cellular_component
GO:0071840;go-go;GO:0016043;biological_process
GO:0044237;go-go;GO:0044260;biological_process
GO:0008150;go-go;GO:0051704;biological_process
GO:0006810;go-go;GO:0044765;biological_process
GO:0044707;go-go;GO:0007275;biological_process
GO:0051179;go-go;GO:0051641;biological_process
GO:0042221;go-go;GO:0001101;biological_process
GO:0031974;go-go;GO:0043233;cellular_component
GO:0044424;go-go;GO:0044444;cellular_component
GO:0008150;go-go;GO:0032502;biological_process
GO:0008152;go-go;GO:0044238;biological_process
GO:0008150;go-go;GO:0050896;biological_process
GO:0005622;go-go;GO:0044424;cellular_component
GO:0006793;go-go;GO:0006796;biological_process
GO:0010556;go-go;GO:2000112;biological_process
GO:0005634;go-go;GO:0044428;cellular_component
GO:0008152;go-go;GO:0071704;biological_process
GO:0016310;go-go;GO:0006468;biological_process
GO:0008150;go-go;GO:0022414;biological_process
GO:0016043;go-go;GO:0006996;biological_process
GO:1903506;go-go;GO:0006355;biological_process
GO:0051234;go-go;GO:0006810;biological_process
GO:0044699;go-go;GO:0044763;biological_process
GO:0009791;go-go;GO:0090567;biological_process
GO:0050789;go-go;GO:0019222;biological_process
GO:0044702;go-go;GO:0090567;biological_process
GO:0008150;go-go;GO:0098754;biological_process
GO:0003006;go-go;GO:0048608;biological_process
GO:0032502;go-go;GO:0048856;biological_process
GO:0051179;go-go;GO:1902578;biological_process
GO:0031323;go-go;GO:0031326;biological_process
GO:0009987;go-go;GO:0016043;biological_process
GO:0060255;go-go;GO:0051252;biological_process
GO:0005737;go-go;GO:0044444;cellular_component
GO:0050789;go-go;GO:0050794;biological_process
GO:0051252;go-go;GO:2001141;biological_process
GO:0010468;go-go;GO:0010629;biological_process
GO:0006468;go-go;GO:0018108;biological_process
GO:0050896;go-go;GO:0042221;biological_process
GO:0005694;go-go;GO:0000228;cellular_component
GO:0043226;go-go;GO:0043229;cellular_component
GO:0010556;go-go;GO:2001141;biological_process
GO:0044765;go-go;GO:0055085;biological_process
GO:0044428;go-go;GO:0000228;cellular_component
GO:0051716;go-go;GO:0070887;biological_process
GO:0010468;go-go;GO:0006355;biological_process
GO:0031982;go-go;GO:0031988;cellular_component
GO:0005634;go-go;GO:0000228;cellular_component
GO:0061458;go-go;GO:0048608;biological_process
GO:0044767;go-go;GO:0048367;biological_process
GO:0044424;go-go;GO:0043229;cellular_component
GO:0044085;go-go;GO:0070271;biological_process
GO:0071704;go-go;GO:1901575;biological_process
GO:0071704;go-go;GO:0043170;biological_process
GO:0005856;go-go;GO:0015630;cellular_component
GO:0044265;go-go;GO:0044257;biological_process
GO:0019219;go-go;GO:0051252;biological_process
GO:0019222;go-go;GO:0051171;biological_process
GO:0080090;go-go;GO:0019219;biological_process
GO:0019538;go-go;GO:0036211;biological_process
GO:0044237;go-go;GO:0006793;biological_process
GO:0044422;go-go;GO:0044446;cellular_component
GO:0009056;go-go;GO:0044248;biological_process
GO:0044763;go-go;GO:0055085;biological_process
GO:0044446;go-go;GO:0044428;cellular_component
GO:0044428;go-go;GO:0031981;cellular_component
GO:0044767;go-go;GO:0009791;biological_process
GO:0043233;go-go;GO:0070013;cellular_component
GO:0044267;go-go;GO:0006464;biological_process
GO:0060255;go-go;GO:0010468;biological_process
GO:2000112;go-go;GO:0006355;biological_process
GO:0009057;go-go;GO:0044265;biological_process
GO:0019222;go-go;GO:0060255;biological_process
GO:0008152;go-go;GO:0044237;biological_process
GO:0005575;go-go;GO:0043226;cellular_component
GO:0018212;go-go;GO:0018108;biological_process
GO:0048367;go-go;GO:0090567;biological_process
GO:0000003;go-go;GO:0022414;biological_process
GO:0044699;go-go;GO:0044702;biological_process
GO:0043232;go-go;GO:0005856;cellular_component
GO:1902578;go-go;GO:0044765;biological_process
GO:0009892;go-go;GO:0010605;biological_process
GO:0044444;go-go;GO:0005773;cellular_component
GO:0044446;go-go;GO:0070013;cellular_component
GO:0043412;go-go;GO:0036211;biological_process
GO:0009987;go-go;GO:0044763;biological_process
GO:0031981;go-go;GO:0000228;cellular_component
GO:0019538;go-go;GO:0044267;biological_process
GO:0043170;go-go;GO:0019538;biological_process
GO:0022414;go-go;GO:0044702;biological_process
GO:0036211;go-go;GO:0006464;biological_process
GO:0044699;go-go;GO:0044707;biological_process
GO:0043170;go-go;GO:0044260;biological_process
GO:0008150;go-go;GO:0008152;biological_process
GO:0005575;go-go;GO:0055044;cellular_component
GO:0090567;go-go;GO:0009908;biological_process
GO:0060255;go-go;GO:0010605;biological_process
GO:0048856;go-go;GO:0009653;biological_process
GO:0033036;go-go;GO:0008104;biological_process
GO:0065007;go-go;GO:0050789;biological_process
GO:0009987;go-go;GO:0051716;biological_process
GO:0043226;go-go;GO:0043228;cellular_component
GO:0006996;go-go;GO:0007010;biological_process
GO:0018193;go-go;GO:0018212;biological_process
GO:0008150;go-go;GO:0009987;biological_process
GO:0009636;go-go;GO:0098754;biological_process
GO:0071840;go-go;GO:0044085;biological_process
GO:0043231;go-go;GO:0005773;cellular_component
GO:0009057;go-go;GO:0030163;biological_process
GO:0044767;go-go;GO:0007275;biological_process
GO:0022414;go-go;GO:0003006;biological_process
GO:0048731;go-go;GO:0048367;biological_process
GO:0019222;go-go;GO:0080090;biological_process
GO:0009889;go-go;GO:0010556;biological_process
GO:0070013;go-go;GO:0031981;cellular_component
GO:0030163;go-go;GO:0044257;biological_process
GO:0044237;go-go;GO:0044248;biological_process
GO:0044424;go-go;GO:0044446;cellular_component
GO:0008150;go-go;GO:0071840;biological_process
GO:0031326;go-go;GO:2000112;biological_process
GO:0010629;go-go;GO:0016458;biological_process
GO:0008152;go-go;GO:0009056;biological_process
GO:0044464;go-go;GO:0005622;cellular_component
GO:1901575;go-go;GO:0009057;biological_process
GO:0006796;go-go;GO:0016310;biological_process
GO:0006464;go-go;GO:0006468;biological_process
GO:0031326;go-go;GO:2001141;biological_process
GO:0043170;go-go;GO:0043412;biological_process
GO:0043170;go-go;GO:0010467;biological_process
GO:0042221;go-go;GO:0009636;biological_process
GO:0044424;go-go;GO:0005737;cellular_component
GO:0044464;go-go;GO:0044424;cellular_component
GO:0043226;go-go;GO:0044422;cellular_component
GO:0051179;go-go;GO:0033036;biological_process
GO:0019222;go-go;GO:0009892;biological_process
GO:0043231;go-go;GO:0005634;cellular_component
GO:0005575;go-go;GO:0005623;cellular_component
GO:0048856;go-go;GO:0048608;biological_process
GO:0070887;go-go;GO:0071229;biological_process
GO:0032502;go-go;GO:0009653;biological_process
GO:0005623;go-go;GO:0044464;cellular_component
GO:0043227;go-go;GO:0031988;cellular_component
GO:0031323;go-go;GO:0019219;biological_process
GO:0009056;go-go;GO:1901575;biological_process
GO:0043170;go-go;GO:0009057;biological_process
GO:0044707;go-go;GO:0009791;biological_process
